"Drug Name","Active Ingredient","Application Number","Application Type","Supplement Date","Database Updated","Link"
"TREXIMET","NAPROXEN SODIUM; SUMATRIPTAN SUCCINATE","021926","NDA","11/21/2024","11/25/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=208"
"TRI-NORINYL 21-DAY","ETHINYL ESTRADIOL; NORETHINDRONE","018977","NDA","04/29/2022","05/05/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1202"
"TRI-NORINYL 28-DAY","ETHINYL ESTRADIOL; NORETHINDRONE","018977","NDA","04/29/2022","05/05/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1203"
"TRIBENZOR","AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL","200175","NDA","10/02/2020","10/08/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=549"
"TRICOR","FENOFIBRATE","021203","NDA","03/28/2019","04/02/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=808"
"TRICOR","FENOFIBRATE","021656","NDA","06/03/2021","06/07/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1572"
"TRIFERIC","FERRIC PYROPHOSPHATE CITRATE","206317","NDA","03/29/2018","03/30/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1500"
"TRIFERIC","FERRIC PYROPHOSPHATE CITRATE","208551","NDA","03/29/2018","03/30/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1501"
"TRIGLIDE","FENOFIBRATE","021350","NDA","05/14/2024","05/16/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1574"
"TRIJARDY XR","EMPAGLIFLOZIN; LINAGLIPTIN; METFORMIN HYDROCHLORIDE","212614","NDA","10/30/2023","11/01/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2352"
"TRIKAFTA (COPACKAGED)","ELEXACAFTOR, IVACAFTOR, TEZACAFTOR; IVACAFTOR","212273","NDA","12/20/2024","12/23/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2358"
"TRIKAFTA (COPACKAGED)","ELEXACAFTOR, IVACAFTOR, TEZACAFTOR; IVACAFTOR","217660","NDA","12/20/2024","12/23/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2825"
"TRILEPTAL","OXCARBAZEPINE","021014","NDA","01/04/2019","01/09/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=926"
"TRILEPTAL","OXCARBAZEPINE","021285","NDA","01/04/2019","01/09/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=927"
"TRILIPIX","CHOLINE FENOFIBRATE","022224","NDA","06/03/2021","06/07/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1575"
"TRINTELLIX","VORTIOXETINE HYDROBROMIDE","204447","NDA","08/23/2023","08/28/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=381"
"TRIPHASIL-21","ETHINYL ESTRADIOL; LEVONORGESTREL","019192","NDA","04/29/2022","05/03/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1195"
"TRIPHASIL-28","ETHINYL ESTRADIOL; LEVONORGESTREL","019190","NDA","04/29/2022","05/03/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1192"
"TRIPTODUR KIT","TRIPTORELIN PAMOATE","208956","NDA","12/07/2022","12/09/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2609"
"TRISENOX","ARSENIC TRIOXIDE","021248","NDA","10/20/2020","10/21/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1423"
"TRIUMEQ","ABACAVIR SULFATE; DOLUTEGRAVIR SODIUM; LAMIVUDINE","205551","NDA","04/18/2024","04/19/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=167"
"TRIUMEQ PD","ABACAVIR SULFATE; DOLUTEGRAVIR SODIUM; LAMIVUDINE","215413","NDA","04/18/2024","04/19/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2682"
"TRIVAGIZOLE 3","CLOTRIMAZOLE","021143","NDA","08/25/2016","08/30/2016","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=361"
"TRIZIVIR","ABACAVIR SULFATE; LAMIVUDINE; ZIDOVUDINE","021205","NDA","02/17/2021","02/18/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=870"
"TRODELVY","SACITUZUMAB GOVITECAN-HZIY","761115","BLA","11/22/2024","11/25/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2442"
"TROGARZO","IBALIZUMAB-UIYK","761065","BLA","12/12/2023","12/19/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2235"
"TROKENDI XR","TOPIRAMATE","201635","NDA","01/04/2024","01/12/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=288"
"TROXYCA ER","NALTREXONE HYDROCHLORIDE; OXYCODONE HYDROCHLORIDE","207621","NDA","12/16/2016","01/10/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=734"
"TRULANCE","PLECANATIDE","208745","NDA","04/13/2021","04/16/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1432"
"TRULICITY","DULAGLUTIDE","125469","BLA","11/01/2024","11/05/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=816"
"TRUQAP","CAPIVASERTIB","218197","NDA","09/23/2024","09/25/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=3027"
"TRUSOPT","DORZOLAMIDE HYDROCHLORIDE","020408","NDA","12/21/2020","12/28/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2379"
"TRUVADA","EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE","021752","NDA","06/23/2020","06/25/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=59"
"TRUXIMA","RITUXIMAB-ABBS","761088","BLA","02/04/2022","02/08/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1954"
"TUDORZA PRESSAIR","ACLIDINIUM BROMIDE","202450","NDA","03/29/2019","04/01/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=80"
"TURALIO","PEXIDARTINIB HYDROCHLORIDE","211810","NDA","01/03/2025","01/07/2025","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2237"
"TUSSIONEX PENNKINETIC","CHLORPHENIRAMINE POLISTIREX; HYDROCODONE POLISTIREX","019111","NDA","06/28/2018","07/05/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=785"
"TUXARIN ER","CHLORPHENIRAMINE MALEATE; CODEINE PHOSPHATE","206323","NDA","12/15/2023","12/26/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2902"
"TUZISTRA XR","CHLORPHENIRAMINE POLISTIREX; CODEINE POLISTIREX","207768","NDA","12/15/2023","12/19/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=792"
"TWINJECT 0.3","EPINEPHRINE","020800","NDA","08/29/2018","08/30/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=236"
"TWIRLA","ETHINYL ESTRADIOL; LEVONORGESTREL","204017","NDA","04/29/2022","05/03/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2614"
"TWYNSTA","AMLODIPINE BESYLATE; TELMISARTAN","022401","NDA","02/01/2018","02/02/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=22"
"TYBLUME","ETHINYL ESTRADIOL; LEVONORGESTREL","209405","NDA","04/29/2022","05/03/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2615"
"TYBOST","COBICISTAT","203094","NDA","08/21/2020","09/02/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=111"
"TYENNE","TOCILIZUMAB-AAZG","761275","BLA","12/13/2024","12/16/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=3059"
"TYGACIL","TIGECYCLINE","021821","NDA","06/23/2020","06/25/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=257"
"TYKERB","LAPATINIB DITOSYLATE","022059","NDA","03/27/2022","03/30/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=971"
"TYMLOS","ABALOPARATIDE","208743","NDA","12/19/2022","12/22/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2347"
"TYSABRI","NATALIZUMAB","125104","BLA","04/11/2023","04/17/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=237"
"TYVASO","TREPROSTINIL","022387","NDA","05/20/2022","05/24/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=130"
"TYZEKA","TELBIVUDINE","022011","NDA","12/27/2018","01/07/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1503"
"TYZEKA","TELBIVUDINE","022154","NDA","12/27/2018","01/07/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1513"
"UBRELVY","UBROGEPANT","211765","NDA","02/17/2023","02/22/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2733"
"UCERIS","BUDESONIDE","203634","NDA","06/05/2024","06/07/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=475"
"UCERIS","BUDESONIDE","205613","NDA","04/09/2020","04/15/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2231"
"UDENYCA","PEGFILGRASTIM-CBQV","761039","BLA","12/15/2023","12/26/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1921"
"ULESFIA","BENZYL ALCOHOL","022129","NDA","04/26/2020","04/28/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2238"
"ULORIC","FEBUXOSTAT","021856","NDA","04/17/2023","04/21/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1226"
"ULTANE","SEVOFLURANE","020478","NDA","11/01/2022","11/03/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1044"
"ULTIVA","REMIFENTANIL HYDROCHLORIDE","020630","NDA","12/15/2023","12/19/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=653"
"ULTOMIRIS","RAVULIZUMAB-CWVZ","761108","BLA","09/19/2024","09/23/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2091"
"ULTRACET","ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE","021123","NDA","02/13/2023","02/17/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=659"
"ULTRAM","TRAMADOL HYDROCHLORIDE","020281","NDA","02/13/2023","02/17/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=654"
"ULTRAM ER","TRAMADOL HYDROCHLORIDE","021692","NDA","08/29/2017","08/31/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=754"
"ULTRAVATE","HALOBETASOL PROPIONATE","208183","NDA","08/27/2020","09/04/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2319"
"ULTRAVIST (PHARMACY BULK)","IOPROMIDE","021425","NDA","05/25/2023","05/26/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=976"
"ULTRAVIST 150","IOPROMIDE","020220","NDA","04/25/2023","04/27/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=977"
"ULTRAVIST 240","IOPROMIDE","020220","NDA","04/25/2023","04/27/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=978"
"ULTRAVIST 300","IOPROMIDE","020220","NDA","05/25/2023","05/26/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=980"
"ULTRAVIST 300 IN PLASTIC CONTAINER","IOPROMIDE","020220","NDA","04/25/2023","04/27/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=979"
"ULTRAVIST 370","IOPROMIDE","020220","NDA","05/25/2023","05/26/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=981"
"UNASYN","AMPICILLIN SODIUM; SULBACTAM SODIUM","050608","NDA","05/01/2024","05/03/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=843"
"UNISOM","DOXYLAMINE SUCCINATE","018066","NDA","12/01/2022","12/06/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2703"
"UNITHROID","LEVOTHYROXINE SODIUM","021210","NDA","12/10/2018","12/19/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1785"
"UNITUXIN","DINUTUXIMAB","125516","BLA","09/29/2020","10/01/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=881"
"UPNEEQ","OXYMETAZOLINE HYDROCHLORIDE","212520","NDA","05/05/2021","05/07/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2465"
"UPTRAVI","SELEXIPAG","207947","NDA","10/25/2021","10/26/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1143"
"UROCIT-K","POTASSIUM CITRATE","019071","NDA","12/10/2021","12/17/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2565"
"UROXATRAL","ALFUZOSIN HYDROCHLORIDE","021287","NDA","05/22/2020","05/26/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1563"
"URSO 250","URSODIOL","020675","NDA","01/12/2023","01/13/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2469"
"URSO FORTE","URSODIOL","020675","NDA","01/12/2023","01/13/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2470"
"UTIBRON","GLYCOPYRROLATE ; INDACATEROL MALEATE","207930","NDA","07/30/2021","08/02/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=806"
"UVADEX","METHOXSALEN","020969","NDA","03/19/2021","03/26/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1418"
"VABOMERE","MEROPENEM; VABORBACTAM","209776","NDA","12/03/2024","12/06/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2851"
"VABYSMO","FARICIMAB-SVOA","761235","BLA","10/26/2023","10/31/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2722"
"VAGIFEM","ESTRADIOL","020908","NDA","02/15/2024","02/20/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=880"
"VALCHLOR","MECHLORETHAMINE HYDROCHLORIDE","202317","NDA","01/13/2020","02/07/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2194"
"VALCYTE","VALGANCICLOVIR HYDROCHLORIDE","021304","NDA","08/02/2018","08/06/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1119"
"VALCYTE","VALGANCICLOVIR HYDROCHLORIDE","022257","NDA","08/02/2018","08/06/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1120"
"VALIUM","DIAZEPAM","013263","NDA","01/13/2023","01/25/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=607"
"VALTOCO","DIAZEPAM","211635","NDA","01/13/2023","01/18/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2403"
"VALTREX","VALACYCLOVIR HYDROCHLORIDE","020487","NDA","12/10/2019","12/18/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2144"
"VANCOCIN HYDROCHLORIDE","VANCOMYCIN HYDROCHLORIDE","050606","NDA","12/22/2021","12/28/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2302"
"VANCOCIN HYDROCHLORIDE IN PLASTIC CONTAINER","VANCOMYCIN HYDROCHLORIDE","050671","NDA","01/29/2021","02/01/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=765"
"VANCOMYCIN HYDROCHLORIDE","VANCOMYCIN HYDROCHLORIDE","209481","NDA","04/04/2022","04/06/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2395"
"VANCOMYCIN HYDROCHLORIDE","VANCOMYCIN HYDROCHLORIDE","211962","NDA","05/28/2021","06/03/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2396"
"VANCOMYCIN HYDROCHLORIDE IN PLASTIC CONTAINER","VANCOMYCIN HYDROCHLORIDE","050671","NDA","06/07/2024","06/11/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2981"
"VANDAZOLE","METRONIDAZOLE","021806","NDA","02/11/2021","02/17/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2404"
"VANTAS","HISTRELIN ACETATE","021732","NDA","12/16/2020","12/23/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1869"
"VAPRISOL","CONIVAPTAN HYDROCHLORIDE","021697","NDA","10/14/2016","10/18/2016","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=473"
