Drug,Application Number,Date,Boxed Warning,Contraindications,Warnings and Precautions,Adverse Reactions,Drug Interactions,Use in Specific Populations,PCI/PI/MG
XGEVA(BLA-125320),125320,01/24/2018,,,x,x,,,x
XGEVA(BLA-125320),125320,01/04/2018,,,x,x,,x,x
XGEVA(BLA-125320),125320,05/26/2017,,,x,,,x,x
XGEVA(BLA-125320),125320,03/02/2016,,,x,x,,x,
XHANCE(NDA-209022),209022,03/15/2024,,,x,x,,x,x
XHANCE(NDA-209022),209022,01/20/2023,,,x,x,,,x
XHANCE(NDA-209022),209022,01/20/2023,,,,x,,,
XIAFLEX(BLA-125338),125338,07/12/2023,,,,x,,x,x
XIAFLEX(BLA-125338),125338,08/01/2022,,,x,x,,,x
XIAFLEX(BLA-125338),125338,08/19/2021,,,x,x,,,x
XIAFLEX(BLA-125338),125338,04/13/2021,,,x,x,,,x
XIAFLEX(BLA-125338),125338,06/06/2018,,,,,,,x
XIAFLEX(BLA-125338),125338,09/19/2016,,,,,,,x
XIFAXAN(NDA-021361),021361,10/19/2023,,,,x,,,
XIFAXAN(NDA-021361),021361,10/19/2022,,,,x,,,
XIFAXAN(NDA-021361),021361,11/06/2020,,,,x,,,
XIFAXAN(NDA-021361),021361,12/18/2017,,,,,x,,
XIGDUO XR(NDA-205649),205649,12/20/2024,,,x,x,,x,x
XIGDUO XR(NDA-205649),205649,09/12/2023,,,x,x,,,x
XIGDUO XR(NDA-205649),205649,10/13/2022,,,,,x,,x
XIGDUO XR(NDA-205649),205649,04/11/2022,,,,x,,x,x
XIGDUO XR(NDA-205649),205649,02/03/2022,x,,x,x,x,x,x
XIGDUO XR(NDA-205649),205649,02/03/2020,,,,,,,x
XIGDUO XR(NDA-205649),205649,01/24/2020,,,x,,,,x
XIGDUO XR(NDA-205649),205649,10/18/2019,,x,x,x,,x,x
XIGDUO XR(NDA-205649),205649,02/22/2019,x,x,x,x,,x,x
XIGDUO XR(NDA-205649),205649,10/26/2018,,,x,x,,,x
XIGDUO XR(NDA-205649),205649,03/01/2017,x,,x,x,x,,x
XIGDUO XR(NDA-205649),205649,08/17/2016,,,x,,,,x
XIGDUO XR(NDA-205649),205649,06/14/2016,x,x,x,x,x,x,x
XIIDRA(NDA-208073),208073,06/04/2020,,,,x,,,
XIIDRA(NDA-208073),208073,12/17/2017,,,,x,,,x
XOFIGO(NDA-203971),203971,12/10/2019,,x,x,,,x,x
XOFIGO(NDA-203971),203971,08/31/2018,,,x,,,,x
XOFLUZA(NDA-210854),210854,12/19/2024,,,x,,,,
XOFLUZA(NDA-210854),210854,03/01/2024,,,,x,,,
XOFLUZA(NDA-210854),210854,08/11/2022,,,x,x,,x,x
XOFLUZA(NDA-210854),210854,11/23/2020,,,,x,x,x,x
XOFLUZA(NDA-210854),210854,11/23/2020,,,,x,x,x,x
XOFLUZA(NDA-210854),210854,10/16/2019,,x,x,x,,x,x
XOFLUZA(NDA-214410),214410,12/19/2024,,,,,,x,
XOFLUZA(NDA-214410),214410,03/01/2024,,,,x,,,
XOFLUZA(NDA-214410),214410,09/27/2021,,,,,,,x
XOLAIR(BLA-103976),103976,02/16/2024,,,x,x,x,x,x
XOLAIR(BLA-103976),103976,03/17/2023,,,,,,,
XOLAIR(BLA-103976),103976,04/09/2021,x,,x,x,,,x
XOLAIR(BLA-103976),103976,11/30/2020,,,x,x,x,x,x
XOLAIR(BLA-103976),103976,05/01/2019,,,,,,x,
XOLAIR(BLA-103976),103976,09/28/2018,,,,x,,,x
XOLAIR(BLA-103976),103976,07/06/2016,,,,x,,x,x
XOLEGEL(NDA-021946),021946,12/26/2019,,,,,,x,x
XOPENEX(NDA-020837),020837,01/03/2019,,,,,,x,x
XOPENEX HFA(NDA-021730),021730,02/27/2017,,,,,,x,x
XOSPATA(NDA-211349),211349,01/12/2022,,,x,x,x,x,x
XOSPATA(NDA-211349),211349,05/29/2019,x,,x,x,,x,x
XPOVIO(NDA-212306),212306,07/15/2022,,,,x,,,
XPOVIO(NDA-212306),212306,12/18/2020,,,x,x,,x,x
XTAMPZA ER(NDA-208090),208090,12/15/2023,,,x,x,x,x,x
XTAMPZA ER(NDA-208090),208090,03/04/2021,,,x,,x,,x
XTAMPZA ER(NDA-208090),208090,10/07/2019,,,x,,x,,x
XTAMPZA ER(NDA-208090),208090,09/18/2018,x,,x,,,,
XTAMPZA ER(NDA-208090),208090,12/16/2016,x,,x,x,x,x,x
XTANDI(NDA-203415),203415,11/16/2023,,,x,x,,x,x
XTANDI(NDA-203415),203415,01/13/2022,,,,x,x,x,
XTANDI(NDA-203415),203415,10/23/2020,,,,x,,,x
XTANDI(NDA-203415),203415,12/16/2019,,,x,x,,x,
XTANDI(NDA-203415),203415,07/13/2018,,,x,x,,x,x
XTANDI(NDA-203415),203415,07/24/2017,,,x,x,,x,x
XTANDI(NDA-203415),203415,10/20/2016,,,x,x,,x,x
XTANDI(NDA-213674),213674,11/16/2023,,,x,x,,x,x
XTANDI(NDA-213674),213674,01/13/2022,,,,x,x,x,
XTANDI(NDA-213674),213674,05/24/2021,,,,x,,,
XTRELUS(NDA-208085),208085,12/15/2023,,,,x,,,
XULTOPHY 100/3.6(BLA-208583),208583,11/01/2024,,,x,x,,,x
XULTOPHY 100/3.6(BLA-208583),208583,07/10/2023,,,,x,,x,x
XULTOPHY 100/3.6(BLA-208583),208583,06/10/2022,,,x,x,,x,x
XULTOPHY 100/3.6(BLA-208583),208583,11/15/2019,,,x,x,,,x
XULTOPHY 100/3.6(BLA-208583),208583,08/08/2019,,,,x,,,
XULTOPHY 100/3.6(BLA-208583),208583,02/27/2019,,,x,x,,,
XULTOPHY 100/3.6(BLA-208583),208583,02/27/2019,,,x,x,,,
XULTOPHY 100/3.6(BLA-208583),208583,02/01/2019,,x,x,x,,x,x
XULTOPHY 100/3.6(BLA-208583),208583,02/01/2019,,,x,x,,,
XURIDEN(NDA-208169),208169,12/02/2019,,,,x,,x,
XYLOCAINE(NDA-008816),008816,11/02/2018,,,x,,x,,x
XYLOCAINE DENTAL(NDA-021380),021380,11/02/2018,,,x,,x,,x
XYLOCAINE DENTAL WITH EPINEPHRINE(NDA-021381),021381,11/02/2018,,,x,,x,,x
XYLOCAINE W/ EPINEPHRINE(NDA-006488),006488,10/30/2024,,x,x,x,x,x,x
XYLOCAINE W/ EPINEPHRINE(NDA-006488),006488,11/02/2018,,,x,,x,,x
XYLOCAINE W/ EPINEPHRINE(NDA-006488),006488,12/22/2017,,,x,x,,,
XYOSTED,209863,11/19/2019,,,,x,,,
XYREM(NDA-021196),021196,02/11/2021,,,x,x,x,x,x
XYREM(NDA-021196),021196,09/25/2020,,,x,x,,x,x
XYREM(NDA-021196),021196,07/21/2020,,x,x,x,x,x,x
XYREM(NDA-021196),021196,10/26/2018,x,,x,x,,x,x
XYREM(NDA-021196),021196,11/16/2017,,,,x,,x,
XYREM(NDA-021196),021196,01/26/2017,,,x,x,,,
XYWAV(NDA-212690),212690,08/12/2021,,,x,x,,x,x
XYWAV(NDA-212690),212690,02/11/2021,,,x,x,,x,
XYWAV(NDA-212690),212690,02/11/2021,,,x,x,,x,
XYZAL(NDA-022064),022064,01/11/2019,,,,,,x,
XYZAL(NDA-022064),022064,04/02/2018,,,,x,,,
XYZAL(NDA-022064),022064,10/16/2017,,,,x,,,
XYZAL(NDA-022064),022064,07/10/2017,,,,x,,,
XYZAL(NDA-022064),022064,02/09/2017,,,,,,x,
XYZAL(NDA-022064),022064,11/08/2016,,,,x,,,
XYZAL(NDA-022064),022064,06/23/2016,,,,x,,,
XYZAL(NDA-022157),022157,01/11/2019,,,,,,x,
XYZAL(NDA-022157),022157,04/02/2018,,,,x,,,
XYZAL(NDA-022157),022157,10/16/2017,,,,x,,,
XYZAL(NDA-022157),022157,07/10/2017,,,,x,,,
XYZAL(NDA-022157),022157,02/09/2017,,,,,,x,
XYZAL(NDA-022157),022157,11/08/2016,,,,x,,,
XYZAL(NDA-022157),022157,06/23/2016,,,,x,,,
YASMIN(NDA-021098),021098,05/19/2023,,,,,,x,
YASMIN(NDA-021098),021098,04/29/2022,,x,x,x,,,x
YASMIN(NDA-021098),021098,08/09/2017,,x,x,,x,,x
YAZ(NDA-021676),021676,05/19/2023,,,,,,x,
YAZ(NDA-021676),021676,04/29/2022,,x,x,x,,,x
YAZ(NDA-021676),021676,08/09/2017,,x,x,,x,x,x
YERVOY(BLA-125377),125377,02/15/2023,,,,,,x,
YERVOY(BLA-125377),125377,05/27/2022,,,,x,,x,x
YERVOY(BLA-125377),125377,02/25/2022,,,,,,,x
YERVOY(BLA-125377),125377,02/25/2022,,,,,,,x
YERVOY(BLA-125377),125377,05/25/2021,,,x,x,,x,
YERVOY(BLA-125377),125377,11/13/2020,,,x,,,,x
YERVOY(BLA-125377),125377,10/02/2020,,x,x,x,,x,x
YERVOY(BLA-125377),125377,08/13/2020,,,x,x,,,
YERVOY(BLA-125377),125377,06/29/2020,x,,x,x,,x,x
YERVOY(BLA-125377),125377,05/26/2020,,,x,x,,x,x
YERVOY(BLA-125377),125377,05/15/2020,,,x,x,,,x
YERVOY(BLA-125377),125377,03/10/2020,,,x,x,,x,x
YERVOY(BLA-125377),125377,09/20/2019,,,x,,,,
YERVOY(BLA-125377),125377,05/08/2019,,,x,x,,,
YERVOY(BLA-125377),125377,04/16/2018,,,x,x,,x,x
YERVOY(BLA-125377),125377,02/08/2018,,,x,,,,
YERVOY(BLA-125377),125377,12/13/2017,,,x,,,,
YERVOY(BLA-125377),125377,07/21/2017,,,,,,x,x
YERVOY(BLA-125377),125377,03/03/2017,,,,,,x,x
YONDELIS(NDA-207953),207953,06/03/2020,,,,x,,,
YONDELIS(NDA-207953),207953,12/28/2018,,,x,,,,
YONDELIS(NDA-207953),207953,06/29/2018,,,,,,x,
YONDELIS(NDA-207953),207953,05/18/2017,,,x,x,,,x
YONDELIS(NDA-207953),207953,07/20/2016,,,x,x,,x,
YONSA(NDA-210308),210308,03/24/2022,,,,,x,x,
YONSA(NDA-210308),210308,01/28/2022,,,x,x,,,x
YONSA(NDA-210308),210308,09/17/2020,,,x,x,,x,x
YOSPRALA(NDA-205103),205103,11/21/2024,,,x,x,,,x
YOSPRALA(NDA-205103),205103,07/18/2023,,,,x,,,
YOSPRALA(NDA-205103),205103,03/04/2022,,,x,x,,,x
YOSPRALA(NDA-205103),205103,04/28/2021,,,x,x,,x,x
YOSPRALA(NDA-205103),205103,11/27/2020,,x,x,,,,x
YOSPRALA(NDA-205103),205103,06/07/2018,,,x,x,,,
YOSPRALA(NDA-205103),205103,10/04/2017,,,x,,,x,x
YUFLYMA(BLA-761219),761219,08/16/2024,,,,,,,
YUFLYMA(BLA-761219),761219,12/22/2023,,,x,x,,x,x
YUFLYMA(BLA-761219),761219,11/30/2023,,,,,,,
YUFLYMA(BLA-761219),761219,10/02/2023,,,,,,x,x
YUPELRI(NDA-210598),210598,05/25/2022,,,,x,,,
YUPELRI(NDA-210598),210598,05/21/2019,,,,,,,x
YUSIMRY(BLA-761216),761216,09/13/2023,,,x,x,x,,x
YUSIMRY(BLA-761216),761216,03/31/2023,,,x,x,,x,
ZALTRAP(BLA-125418),125418,12/13/2023,,,x,,,x,x
ZALTRAP(BLA-125418),125418,06/05/2020,,,,x,,,x
ZALTRAP(BLA-125418),125418,03/11/2020,x,,x,x,,,x
ZALTRAP(BLA-125418),125418,11/25/2019,,,x,x,x,x,x
ZALTRAP(BLA-125418),125418,06/24/2016,,,,x,,,
ZALTRAP(BLA-125418),125418,03/09/2016,,,,x,,,
ZANAFLEX(NDA-020397),020397,11/22/2024,,x,x,x,x,x,x
ZANAFLEX(NDA-020397),020397,05/31/2024,,,,,,x,
ZANAFLEX(NDA-021447),021447,11/22/2024,,x,x,x,x,x,x
ZANAFLEX(NDA-021447),021447,12/18/2020,,,,,,x,
ZANTAC 150(NDA-021698),021698,04/04/2019,,,x,,,,
ZANTAC 75(NDA-020520),020520,04/04/2019,,,x,,,,
ZARONTIN(NDA-012380),012380,10/28/2021,,,x,x,,,
ZARONTIN(NDA-012380),012380,05/17/2016,,,x,x,,,x
ZARXIO(BLA-125553),125553,10/22/2024,,,,,,x,x
ZARXIO(BLA-125553),125553,08/09/2024,,,,x,,x,x
ZARXIO(BLA-125553),125553,07/26/2021,,,x,x,,,x
ZARXIO(BLA-125553),125553,08/01/2019,,,x,x,,x,x
ZARXIO(BLA-125553),125553,02/17/2017,,,,,,,x
ZARXIO(BLA-125553),125553,03/03/2016,,,x,x,,,
ZAVESCA(NDA-021348),021348,12/08/2020,,,,,,x,x
ZEGERID(NDA-021636),021636,07/18/2023,,,,x,,,
ZEGERID(NDA-021636),021636,03/04/2022,,,x,x,,,x
ZEGERID(NDA-021636),021636,11/27/2020,,x,x,x,,,x
ZEGERID(NDA-021636),021636,09/24/2019,,x,x,x,x,x,x
ZEGERID(NDA-021636),021636,06/07/2018,,,x,x,,,x
ZEGERID(NDA-021636),021636,10/24/2016,,,x,x,,,x
ZEGERID(NDA-021636),021636,12/19/2014,,x,x,x,,,x
ZEGERID(NDA-021849),021849,07/18/2023,,,,x,,,
ZEGERID(NDA-021849),021849,03/04/2022,,,x,x,,,x
ZEGERID(NDA-021849),021849,11/27/2020,,x,x,x,,,x
ZEGERID(NDA-021849),021849,09/24/2019,,x,x,x,x,x,x
ZEGERID(NDA-021849),021849,06/07/2018,,,x,x,,,x
ZEGERID(NDA-021849),021849,10/24/2016,,,x,x,,,x
ZEGERID OTC(NDA-022281),022281,11/01/2022,,,x,,,,
ZEGERID OTC(NDA-022281),022281,01/15/2019,,,x,,,,
ZEGERID OTC(NDA-022281),022281,10/30/2017,,,x,,,,
ZEGERID OTC(NDA-022283),022283,11/23/2022,,,x,,,,
ZEGERID OTC(NDA-022283),022283,01/15/2019,,,x,,,,
ZEGERID OTC(NDA-022283),022283,10/30/2017,,,x,,,,
ZEJULA(NDA-208447),208447,04/26/2023,,,,,,,x
ZEJULA(NDA-208447),208447,12/08/2022,,,x,x,,,x
ZEJULA(NDA-208447),208447,09/14/2022,,,,x,,,
ZEJULA(NDA-208447),208447,07/27/2021,,,,x,,,
ZEJULA(NDA-208447),208447,03/03/2021,,,x,x,,,x
ZEJULA(NDA-208447),208447,03/03/2021,,,,,,x,x
ZEJULA(NDA-208447),208447,04/29/2020,,,,x,,,
ZEJULA(NDA-208447),208447,04/29/2020,,,x,x,,x,x
ZEJULA(NDA-208447),208447,02/26/2020,,,x,,,,
ZEJULA(NDA-208447),208447,10/23/2019,,,x,x,,,x
ZELAPAR(NDA-021479),021479,06/16/2021,,x,x,x,x,x,x
ZELAPAR(NDA-021479),021479,08/19/2019,,,,,,,x
ZELBORAF(NDA-202429),202429,05/18/2020,,,,,x,,
ZELBORAF(NDA-202429),202429,11/06/2017,,,x,x,,x,x
ZELBORAF(NDA-202429),202429,09/13/2017,,,,,,x,x
ZELBORAF(NDA-202429),202429,09/13/2017,,,x,x,,,x
ZELBORAF(NDA-202429),202429,04/17/2017,,,,,x,,
ZELBORAF(NDA-202429),202429,08/31/2016,,,x,,,x,x
ZELBORAF(NDA-202429),202429,05/09/2016,,,x,x,x,,x
ZELNORM(NDA-021200),021200,03/29/2019,,x,x,x,,x,x
ZEMBRACE SYMTOUCH(NDA-208223),208223,06/10/2019,,,x,x,,x,x
ZEMBRACE SYMTOUCH(NDA-208223),208223,03/20/2017,,,,,,,x
ZEMDRI(NDA-210303),210303,02/10/2023,,,x,,,,
ZEMPLAR(NDA-021606),021606,10/18/2016,,,,x,x,x,x
ZEMPLAR(NDA-021606),021606,10/18/2016,,,,x,x,x,x
ZEMURON(NDA-020214),020214,07/26/2018,,,x,x,,,
ZENPEP(BLA-022210),022210,02/28/2024,,,x,x,,x,x
ZENPEP(BLA-022210),022210,09/28/2022,,,,,,,x
ZEPATIER(NDA-208261),208261,12/09/2021,,,,x,,x,x
ZEPATIER(NDA-208261),208261,12/11/2019,,x,x,x,x,x,x
ZEPATIER(NDA-208261),208261,06/28/2018,,,,x,,,
ZEPATIER(NDA-208261),208261,11/09/2017,,,x,,x,,
ZEPATIER(NDA-208261),208261,02/14/2017,x,,x,,,,x
ZEPATIER(NDA-208261),208261,01/10/2017,,x,,,x,,
ZEPBOUND(NDA-217806),217806,12/20/2024,,,x,x,,x,x
ZEPBOUND(NDA-217806),217806,10/18/2024,,,,,,,x
ZEPBOUND(NDA-217806),217806,10/18/2024,,,x,x,,,x
ZEPBOUND(NDA-217806),217806,10/18/2024,,,x,x,,,
ZEPBOUND(NDA-217806),217806,03/28/2024,,,,,,,x
ZEPOSIA(NDA-209899),209899,08/30/2024,,,,,x,,x
ZEPOSIA(NDA-209899),209899,08/30/2024,,,x,x,,,x
ZEPOSIA(NDA-209899),209899,06/05/2024,,,x,,,,x
ZEPOSIA(NDA-209899),209899,06/05/2024,,,x,x,,,x
ZEPOSIA(NDA-209899),209899,08/10/2023,,,x,,,x,
ZEPOSIA(NDA-209899),209899,08/10/2023,,,x,x,,,x
ZEPOSIA(NDA-209899),209899,09/29/2022,,,,,,x,x
ZEPOSIA(NDA-209899),209899,12/15/2021,,,x,,,,x
ZEPOSIA(NDA-209899),209899,05/27/2021,,,x,x,x,x,x
ZEPZELCA(NDA-213702),213702,07/28/2023,,,x,x,x,x,x
ZEPZELCA(NDA-213702),213702,04/01/2022,,,x,x,,,x
ZERBAXA(NDA-206829),206829,04/21/2022,,,x,x,,x,
ZERBAXA(NDA-206829),206829,04/21/2022,,,x,x,,x,
ZERBAXA(NDA-206829),206829,06/03/2019,,,,x,,x,
ZERBAXA(NDA-206829),206829,09/06/2016,,,,x,,,
ZERIT(NDA-020412),020412,12/17/2018,,,,,,x,x
ZERIT(NDA-020412),020412,12/19/2017,x,x,x,,,x,x
ZERIT(NDA-020413),020413,12/17/2018,,,,,,x,x
ZERIT(NDA-020413),020413,12/19/2017,x,x,x,,,x,x
ZERVIATE(NDA-208694),208694,02/05/2020,,,x,,,x,x
ZESTORETIC(NDA-019888),019888,08/20/2020,,,x,x,,,
ZESTORETIC(NDA-019888),019888,07/21/2017,,x,x,,,,
ZESTRIL(NDA-019777),019777,07/21/2017,,x,x,,x,,
ZESTRIL(NDA-019777),019777,04/21/2016,,,,,,x,
ZETIA(NDA-021445),021445,02/21/2024,,,,x,,,
ZETIA(NDA-021445),021445,07/20/2023,,x,x,x,x,x,x
ZETONNA(NDA-202129),202129,02/16/2023,,,x,x,,x,x
ZEVALIN(BLA-125019),125019,12/11/2018,,,x,x,,x,x
ZIAC(NDA-020186),020186,12/22/2023,,,x,,,,x
ZIAC(NDA-020186),020186,03/02/2021,,,x,x,,,
ZIAC(NDA-020186),020186,08/20/2020,,,x,x,,,
ZIAGEN(NDA-020977),020977,11/24/2020,,,,,x,x,x
ZIAGEN(NDA-020977),020977,05/09/2018,,,x,,,,
ZIAGEN(NDA-020977),020977,05/09/2018,,,x,,,,
ZIAGEN(NDA-020977),020977,03/20/2017,x,,,,,x,x
ZIAGEN(NDA-020978),020978,11/24/2020,,,,,x,x,x
ZIAGEN(NDA-020978),020978,05/09/2018,,,x,,,,
ZIAGEN(NDA-020978),020978,05/09/2018,,,x,,,,
ZIAGEN(NDA-020978),020978,03/20/2017,x,,,,,x,x
ZIDOVUDINE(NDA-200732),200732,12/27/2019,,,x,x,,x,x
ZIEXTENZO(BLA-761045),761045,02/28/2024,,,,x,,x,x
ZIEXTENZO(BLA-761045),761045,03/12/2021,,,x,x,,,x
ZILBRYSQ(NDA-216834),216834,04/26/2024,,,,x,,,
ZILRETTA(NDA-208845),208845,12/02/2020,,,,x,,,
ZILRETTA(NDA-208845),208845,12/23/2019,,,,x,,,
ZINACEF(NDA-050558),050558,05/16/2021,,,,x,,,
ZINACEF IN PLASTIC CONTAINER(NDA-050643),050643,05/16/2021,,,,x,,,
ZINBRYTA(BLA-761029),761029,08/28/2017,x,,x,x,,,x
ZINBRYTA(BLA-761029),761029,08/28/2017,x,,x,x,,,x
ZINBRYTA(BLA-761029),761029,05/26/2017,,,,,,,x
ZINC CHLORIDE IN PLASTIC CONTAINER(NDA-018959),018959,04/25/2024,,,x,,,,
ZINGO(NDA-022114),022114,11/02/2018,,,x,,x,,x
ZINPLAVA(BLA-761046),761046,05/26/2023,,,,x,,x,x
ZIPSOR(NDA-022202),022202,11/21/2024,,,x,x,,,
ZIPSOR(NDA-022202),022202,05/25/2021,,,x,x,,x,x
ZIPSOR(NDA-022202),022202,05/25/2021,,,x,x,,x,x
ZIPSOR(NDA-022202),022202,05/09/2016,x,,x,,,,x
ZIRABEV(BLA-761099),761099,02/17/2023,,,x,,,,
ZIRABEV(BLA-761099),761099,02/09/2021,,,x,x,,,x
ZITHROMAX(NDA-050670),050670,11/22/2021,,,x,x,,,x
ZITHROMAX(NDA-050670),050670,04/24/2019,,,,,x,x,x
ZITHROMAX(NDA-050670),050670,03/30/2017,,,x,x,,,
ZITHROMAX(NDA-050693),050693,11/22/2021,,,x,x,,,x
ZITHROMAX(NDA-050693),050693,04/24/2019,,,,,x,x,
ZITHROMAX(NDA-050693),050693,03/29/2017,,,x,x,,,
ZITHROMAX(NDA-050693),050693,02/10/2017,,,x,,,,x
ZITHROMAX(NDA-050693),050693,05/23/2016,,,x,x,,,
ZITHROMAX(NDA-050710),050710,11/22/2021,,,x,x,,,x
ZITHROMAX(NDA-050710),050710,04/24/2019,,,,,x,x,x
ZITHROMAX(NDA-050710),050710,03/30/2017,,,x,x,,,
ZITHROMAX(NDA-050710),050710,02/10/2017,,,x,,,,x
ZITHROMAX(NDA-050710),050710,05/23/2016,,,x,x,,,
ZITHROMAX(NDA-050711),050711,11/22/2021,,,x,x,,,x
ZITHROMAX(NDA-050711),050711,04/24/2019,,,,,x,x,x
ZITHROMAX(NDA-050711),050711,03/30/2017,,,x,x,,,
ZITHROMAX(NDA-050711),050711,02/10/2017,,,x,,,,x
ZITHROMAX(NDA-050711),050711,05/23/2016,,,x,x,,,
ZITHROMAX(NDA-050730),050730,04/24/2019,,,,,x,x,
ZITHROMAX(NDA-050730),050730,03/29/2017,,,x,x,,,
ZITHROMAX(NDA-050730),050730,02/10/2017,,,x,,,,x
ZITHROMAX(NDA-050730),050730,05/23/2016,,,x,x,,,
ZITHROMAX(NDA-050733),050733,11/22/2021,,,x,x,,,
ZITHROMAX(NDA-050733),050733,04/24/2019,,,,,x,x,
ZITHROMAX(NDA-050733),050733,03/29/2017,,,x,x,,,
ZITHROMAX(NDA-050733),050733,02/10/2017,,,x,,,,
ZITHROMAX(NDA-050733),050733,05/24/2016,,,x,x,,,
ZITHROMAX(NDA-050784),050784,04/24/2019,,,,,x,x,x
ZITHROMAX(NDA-050784),050784,03/30/2017,,,x,x,,,
ZITHROMAX(NDA-050784),050784,02/10/2017,,,x,,,,x
ZITHROMAX(NDA-050784),050784,05/23/2016,,,x,x,,,
ZMAX(NDA-050797),050797,11/22/2021,,,x,x,,,x
ZMAX(NDA-050797),050797,04/24/2019,,,,,x,x,x
ZMAX(NDA-050797),050797,03/30/2017,,,x,x,,,
ZMAX(NDA-050797),050797,02/09/2017,,,x,,,,x
ZOCOR(NDA-019766),019766,08/09/2023,,,,x,,,x
ZOCOR(NDA-019766),019766,03/14/2023,,,x,,x,x,x
ZOCOR(NDA-019766),019766,05/31/2022,,,x,x,,,
ZOCOR(NDA-019766),019766,03/07/2022,,,,,,,
ZOCOR(NDA-019766),019766,09/25/2020,,,x,,,,
ZOCOR(NDA-019766),019766,10/04/2019,,,x,,x,,
ZOCOR(NDA-019766),019766,03/01/2019,,,x,,x,x,
ZOCOR(NDA-019766),019766,02/28/2018,,,x,,,,
ZOFRAN(NDA-020103),020103,10/20/2021,,,x,x,,,x
ZOFRAN(NDA-020103),020103,04/29/2021,,,,x,,x,
ZOFRAN(NDA-020103),020103,09/28/2016,,,x,,,x,
ZOFRAN(NDA-020605),020605,10/20/2021,,,x,x,,,x
ZOFRAN(NDA-020605),020605,04/29/2021,,,,x,,x,
ZOFRAN(NDA-020605),020605,09/28/2016,,,x,,,x,
ZOFRAN ODT(NDA-020781),020781,10/20/2021,,,x,x,,,x
ZOFRAN ODT(NDA-020781),020781,04/29/2021,,,,x,,x,
ZOFRAN ODT(NDA-020781),020781,09/28/2016,,,x,,,x,
ZOFRAN PRESERVATIVE FREE(NDA-020007),020007,10/20/2021,,,x,x,,x,x
ZOFRAN PRESERVATIVE FREE(NDA-020007),020007,04/29/2021,,,x,x,,x,
ZOFRAN PRESERVATIVE FREE(NDA-020007),020007,03/08/2017,,,,,,x,x
ZOHYDRO ER(NDA-202880),202880,03/04/2021,,,x,,x,,x
ZOHYDRO ER(NDA-202880),202880,10/07/2019,,,x,,x,,x
ZOHYDRO ER(NDA-202880),202880,09/18/2018,x,,x,,,,
ZOHYDRO ER(NDA-202880),202880,12/16/2016,x,x,x,x,x,x,x
ZOKINVY(NDA-213969),213969,03/21/2024,,x,,,x,,x
ZOKINVY(NDA-213969),213969,03/21/2024,,,x,,,,x
ZOLADEX(NDA-019726),019726,03/16/2023,,,x,x,,,x
ZOLEDRONIC ACID(NDA-203231),203231,10/27/2020,,,x,x,,x,x
ZOLEDRONIC ACID(NDA-203231),203231,10/27/2020,,,x,x,,x,x
ZOLEDRONIC ACID(NDA-203231),203231,10/27/2020,,,x,x,,x,x
ZOLEDRONIC ACID(NDA-203231),203231,02/02/2017,,,,x,,,x
ZOLEDRONIC ACID(NDA-204016),204016,12/19/2018,,,x,x,,x,x
ZOLINZA(NDA-021991),021991,12/11/2018,,,x,x,x,x,x
ZOLOFT(NDA-019839),019839,08/18/2023,,,x,x,,x,x
ZOLOFT(NDA-019839),019839,01/25/2023,,,,x,,,
ZOLOFT(NDA-019839),019839,09/20/2021,,,x,x,,,x
ZOLOFT(NDA-019839),019839,12/08/2017,,,,x,,,
ZOLOFT(NDA-019839),019839,12/08/2017,,,x,,x,,x
ZOLOFT(NDA-019839),019839,06/15/2017,,,,x,,,x
ZOLOFT(NDA-019839),019839,12/23/2016,x,x,x,x,x,x,x
ZOLOFT(NDA-019839),019839,12/23/2016,,,,,,x,
ZOLOFT(NDA-019839),019839,12/23/2016,,,x,,,,
ZOLOFT(NDA-020990),020990,08/18/2023,,,x,x,,x,x
ZOLOFT(NDA-020990),020990,01/25/2023,,,,x,,,
ZOLOFT(NDA-020990),020990,09/20/2021,,,x,x,,,x
ZOLOFT(NDA-020990),020990,12/08/2017,,,,x,,,
ZOLOFT(NDA-020990),020990,12/08/2017,,,x,,x,,x
ZOLOFT(NDA-020990),020990,06/15/2017,,,,x,,,x
ZOLOFT(NDA-020990),020990,12/23/2016,x,x,x,x,x,x,x
ZOLOFT(NDA-020990),020990,12/23/2016,,,,,,x,
ZOLOFT(NDA-020990),020990,12/23/2016,,,x,,,,
ZOLPIMIST(NDA-022196),022196,08/18/2019,x,x,x,x,,x,x
ZOLPIMIST(NDA-022196),022196,02/06/2019,,,x,,,,x
ZOMACTON(BLA-019774),019774,04/02/2024,,x,,,,,
ZOMACTON(BLA-019774),019774,07/19/2018,,x,x,x,,x,
ZOMACTON(BLA-019774),019774,07/19/2018,,x,x,x,,x,
ZOMACTON(BLA-019774),019774,07/19/2018,,x,x,x,,x,
ZOMACTON(BLA-019774),019774,07/19/2018,,x,x,x,,x,
ZOMACTON(BLA-019774),019774,01/30/2018,,x,x,x,x,x,x
ZOMACTON(BLA-019774),019774,12/13/2016,,x,x,x,,,
ZOMACTON(BLA-019774),019774,09/30/2016,,x,,,,,
ZOMETA(NDA-021223),021223,12/14/2018,,,x,,,x,x
ZOMETA(NDA-021223),021223,12/28/2016,,,,x,,,x
ZOMETA(NDA-021223),021223,03/29/2016,,,,x,,,
ZOMIG(NDA-020768),020768,12/21/2018,,,,,,x,x
